0,0,0,1.2142857142857142,1,1,0,177,0,0,0
0,0,0,4.666666666666667,0,0,1,6,0,0,1
0,0,0,1.1904761904761905,0,2,0,5,0,0,0
0,0,0,1.1904761904761905,0,1,1,139,0,0,0
0,0,5.6380952380952385,1.1904761904761905,0,0,2,249,0,0,0
0,0,0,2.2777777777777777,1,8,0,4,0,0,1
0,0,0,2.4722222222222223,0,7,1,4,0,0,1
0,0,0,2.4166666666666665,1,6,2,4,0,0,1
0,0,0,2.5555555555555554,0,5,3,4,0,0,1
0,0,0,2.4444444444444446,1,4,4,4,0,0,1
0,0,0,2.4722222222222223,1,3,5,4,0,0,1
0,0,0,5.722222222222222,0,2,6,4,0,0,1
0,0,2.0130718954248366,4.25,1,1,7,24,0,0,1
0,0,0,9.61111111111111,0,0,8,4,0,0,1
0,0,5.129957805907173,16.458333333333332,0,0,5,80,0,0,0
0,0,0,38.7,1,6,0,72,0,0,0
0,0,0,2.125,0,20,1,2,0,1,0
0,0,0,2.125,0,19,2,2,0,1,0
0,0,0,2.125,0,18,3,2,0,1,0
0,0,0,2.125,0,17,4,2,0,1,0
0,0,0,2.125,0,16,5,2,0,1,0
0,0,0,2.125,0,15,6,2,0,1,0
0,0,0,2.125,0,14,7,2,0,1,0
0,0,0,2.125,0,13,8,2,0,1,0
0,0,0,2.125,0,12,9,2,0,1,0
0,0,0,2.125,0,11,10,2,0,1,0
0,0,0,2.125,0,10,11,2,0,1,0
0,0,0,2.125,0,9,12,2,0,1,0
0,0,0,2.125,0,8,13,2,0,1,0
0,0,0,2.125,0,7,14,2,0,1,0
0,0,0,2.125,0,6,15,2,0,1,0
0,0,0,2.125,0,5,16,2,0,1,0
0,0,0,30.545454545454547,0,0,0,5,0,0,0
0,0,0,30.545454545454547,0,0,0,5,0,0,0
0,0,0,30.545454545454547,0,0,0,5,0,0,0
0,0,0,30.545454545454547,0,0,0,5,0,0,0
0,0,0,30.545454545454547,0,0,0,5,0,0,0
0,0,0,1.28125,0,1,1,0,0,0,0
0,0,0,1.28125,0,0,2,0,0,0,0
0,0,0,11,0,2,0,44,0,0,0
0,0,0,1,0,1,1,1,0,0,0
0,0,0,1,0,0,2,1,0,0,0
0,0,1,2.2625,1,2,0,1,0,0,1
0,0,5.6426373626373625,1.3461538461538463,1,1,1,6,0,0,0
0,0,0,2.037037037037037,1,3,0,1,0,0,0
0,0,0,5.266666666666667,0,2,1,4,0,0,0
0,0,0,1.6296296296296295,1,1,2,1,0,0,0
0,0,0,5.266666666666667,0,0,3,4,0,0,0
0,0,1.9290206648697215,5.678571428571429,0,1,1,3,0,1,0
0,0,1.9290206648697215,5.678571428571429,0,0,2,3,0,1,0
0,0,1,2.2625,1,2,0,1,0,0,1
0,0,5.6426373626373625,1.3461538461538463,1,1,1,6,0,0,0
0,0,0,2.037037037037037,1,3,0,1,0,0,0
0,0,0,5.266666666666667,0,2,1,4,0,0,0
0,0,0,1.6296296296296295,1,1,2,1,0,0,0
0,0,0,5.266666666666667,0,0,3,4,0,0,0
0,0,1.9290206648697215,5.678571428571429,0,1,1,3,0,1,0
0,0,1.9290206648697215,5.678571428571429,0,0,2,3,0,1,0
0,0,1,2.2625,1,2,0,1,0,0,1
0,0,5.6426373626373625,1.3461538461538463,1,1,1,6,0,0,0
0,0,0,2.037037037037037,1,3,0,1,0,0,0
0,0,0,5.266666666666667,0,2,1,4,0,0,0
0,0,0,1.6296296296296295,1,1,2,1,0,0,0
0,0,0,5.266666666666667,0,0,3,4,0,0,0
0,0,1.9290206648697215,5.678571428571429,0,1,1,3,0,1,0
0,0,1.9290206648697215,5.678571428571429,0,0,2,3,0,1,0
0,0,1,2.2625,1,2,0,1,0,0,1
0,0,5.6426373626373625,1.3461538461538463,1,1,1,6,0,0,0
0,0,0,2.037037037037037,1,3,0,1,0,0,0
0,0,0,5.266666666666667,0,2,1,4,0,0,0
0,0,0,1.6296296296296295,1,1,2,1,0,0,0
0,0,0,5.266666666666667,0,0,3,4,0,0,0
0,0,1.9290206648697215,5.678571428571429,0,1,1,3,0,1,0
0,0,1.9290206648697215,5.678571428571429,0,0,2,3,0,1,0
0,0,1,2.2625,1,2,0,1,0,0,1
